#,item_id,name,DEFINITION,APPLICATION,MECHANISM,BOUNDARY,SOURCE EXCERPT,len,CT (1-7),DISC (1-62),FORM (1-4),conf_ct,conf_disc,conf_form,note_codes,reviewer,date
74,R074,Attention Economy Externalities,"A descriptive pattern of how attention economy effects manifest as subtle but cumulative disruptions to human agency and self-regulation, with deeper ethical implications for freedom and wellbeing.","When encountering subtle, cumulative distractions from digital platforms → do assess and mitigate their impact on personal reflection and self‑regulation.","The attention economy creates externalities through small, seemingly minor distractions that accumulate over time, gradually undermining human capacity for reflection, self-regulation, and authentic desire formation.","Applies to the gradual, cumulative impact of attention economy effects on human agency and self-understanding. Fails to capture the immediate, dramatic effects of attention manipulation or the specific mechanisms of persuasive design.","[How to Do Nothing Resisting the Attention Economy (Jenny Odell).md] A descriptive pattern of how attention economy effects manifest as subtle but cumulative disruptions to human agency and self-regulation, with deeper ethical implications for freedom and wellbeing.",1071,principle,design psychology ,empirical pattern,1,0.8,1,,human,17.09.26
75,R075,Paradigm Shift Through Disruption,"Scientific and intellectual progress occurs not through gradual accumulation of knowledge, but through disruptive paradigm shifts that fundamentally redefine the problem space and establish new frameworks for inquiry. These shifts are driven by challenges to existing orthodoxies and the emergence of new conceptual structures that cannot be understood within the old system.",When observing that a prevailing theory fails to explain new data or internal contradictions arise → do seek a new conceptual framework that resolves the inconsistencies and redefines the problem space.,"The process involves a tension between established knowledge systems and emerging insights that reveal the limitations of current frameworks. When the existing paradigm becomes internally inconsistent or unable to address new phenomena, it generates pressure for a fundamental reorientation. This reorientation is not additive but transformative, requiring a new lens through which to interpret reali","Applies when a scientific or intellectual domain faces internal contradictions or new phenomena that cannot be explained by existing models. Fails when the domain is stable and all new observations fit within the existing framework, or when the challenge is merely methodological rather than conceptual.","[An Introduction to General Systems Thinking_ Systems Thinking, no. 1_Gerald M. Weinberg_liber3.md] Scientific and intellectual progress occurs not through gradual accumulation of knowledge, but through disruptive paradigm shifts that fundamentally redefine the problem space and establish new frameworks for inquiry. These shifts are driven by challenges to existing orthodoxies and the emergence of",1893,principle,political economy,empirical pattern,1,1,0.6,FORM is maybe casual mechaism,human,17.09.26
76,R076,Linguistic Fetish in Visual Communication,"The strategic use of foreign language elements in visual communication creates symbolic value by leveraging cultural associations and perceived authenticity. This practice transforms linguistic diversity into a marketing tool that signals sophistication, exclusivity, or cultural depth.","When a brand wants to signal premium positioning and cultural sophistication to a target audience that values authenticity, incorporate foreign language elements into visual design to create perceived cultural capital and exclusivity.","Foreign language visuals function as semiotic resources that communicate cultural capital and brand authenticity. The use of non-native languages in advertising creates a perceived gap between the product's origin and the target audience's familiarity, which is then filled through the visual representation. This process operates through the culturally constructed meanings of language, where specif",Applies when foreign language elements are used strategically in visual design to create symbolic meaning rather than purely functional translation. Fails when the foreign language is used for actual communication purposes or when the cultural associations are not recognized by the target audience.,"[Creative Strategy and the Business of Design by Davis, Douglas.md] The strategic use of foreign language elements in visual communication creates symbolic value by leveraging cultural associations and perceived authenticity. This practice transforms linguistic diversity into a marketing tool that signals sophistication, exclusivity, or cultural depth.",1660,principle,cultural studies,empirical_pattern,1,0.6,0.8,not sure if the discipline is not semiotics,human,17.09.26
77,R077,Symbolic Meaning Through Consumption,"Consumption practices — including food, clothing, and ritual behaviors — function as vehicles for constructing and communicating social identity, status, and meaning. These practices are shaped by historical context and cultural norms, and they serve both biological and psychological needs.","When observing consumption practices that carry social meaning → interpret them as signals of identity, status, or cultural values and adjust analysis or design accordingly.","Consumption becomes symbolic when it transcends basic biological function to carry social meaning. The meanings of consumed items are not inherent but are imprinted by historical and cultural processes. For example, food and clothing are not only sustenance or protection but also signals of identity, rebellion, or social position. Rituals around consumption, such as funeral practices or eating cus","Applies when consumption practices are embedded in cultural or social systems where meaning is constructed through use or presentation. Fails when consumption is purely functional or when items are consumed without symbolic interpretation (e.g., emergency rations, industrial materials).","[[Marcel_Danesi_(auth.)]_Of_Cigarettes,_High_Heels,(z-lib.org).md] Consumption practices — including food, clothing, and ritual behaviors — function as vehicles for constructing and communicating social identity, status, and meaning. These practices are shaped by historical context and cultural norms, and they serve both biological and psychological needs.",1621,principle,cultural studies,descriptive_model,1,0.6,0.8,not sure if the discipline is not semiotics,human,17.09.26
78,R078,Parameterized Design Generation,"A generative design approach where parameters control the variation and generation of design elements, creating infinite permutations from a single method.",When creating a design method → parameterize it so that adjusting parameter values generates diverse design outcomes while keeping the core algorithm unchanged.,"The process uses parameters to define variables in a design algorithm, where changing parameter values generates different design outcomes while maintaining the same underlying method or structure.",Applies when design methods can be parameterized to generate multiple variations. Fails when the design method lacks parameterization or when parameters do not produce meaningful variations.,"[Form and code in design, art, and architecture -- Casey Reas_ Chandler McWilliams_ Jeroen Barendse_ Princeton -- Repr_, 2013 -- Princeton -- 9781568989372] A generative design approach where parameters control the variation and generation of design elements, creating infinite permutations from a single method.",1018,principle,generative design,causal mechanism,1,1,1,,human,17.09.26
79,R079,Bar-hillel Paradox,"A linguistic phenomenon where the same sentence can have multiple meanings due to ambiguity, resolved through contextual knowledge and real-world understanding rather than purely linguistic structure.",When encountering an ambiguous sentence → do seek contextual and real‑world knowledge to disambiguate the meaning.,"The paradox demonstrates that humans rely on extra-linguistic information and contextual knowledge to disambiguate sentences, with polysemy (multiple meanings of words) being resolved through real-world understanding of the objects and concepts involved.",Applies when linguistic structures are ambiguous and require external knowledge for resolution. Fails when the context is insufficient or when the ambiguity is purely syntactic rather than semantic.,"[[Marcel_Danesi]_The_Semiotics_of_Emoji__The_Rise_o.md] A linguistic phenomenon where the same sentence can have multiple meanings due to ambiguity, resolved through contextual knowledge and real-world understanding rather than purely linguistic structure.",1026,principle,linguistics,descriptive model,1,1,1,,human,17.09.26
80,R080,Information Design Community Networks,"A community of practice emerges among information designers through shared professional identities, collaborative projects, and cross-regional connections that span multiple countries and organizational affiliations. This network structure enables knowledge exchange, collective problem-solving, and the development of shared design vocabularies across diverse geographic and institutional boundaries","When an information designer joins multiple collaborative contexts across regions → actively share design practices, tools, and vocabularies through projects, conferences, and online platforms to foster rapid knowledge diffusion and hybrid design solutions.","This is a descriptive model of how professional communities form and sustain themselves in the field of information design. The network is structured around individuals who maintain multiple affiliations (e.g., personal websites, institutional roles, collaborative projects) and who engage in cross-border professional relationships. These connections create a web of influence where design practices",Applies to information design professionals who maintain active participation in multiple collaborative contexts and geographic locations. Fails when professionals work in isolated silos or when design practices are strictly controlled by single organizations without cross-pollination.,"[Information Graphics (Sandra Rendgen) (z-lib.org).md] A community of practice emerges among information designers through shared professional identities, collaborative projects, and cross-regional connections that span multiple countries and organizational affiliations. This network structure enables knowledge exchange, collective problem-solving, and the development of shared design vocabularies",1989,noise drop,,,0.8,,,or quarantine as it a SUMMARY,human,17.09.26
81,R081,Shift From Trend-chasing to Intentional Consumption,Consumers are moving away from following microtrends toward intentional consumption focused on personal joy rather than social validation.,When encountering a rapid microtrend that feels overwhelming → do pause and evaluate personal joy before purchasing.,"Microtrends rise and fall quickly due to platform algorithms, creating mental fatigue and overwhelming consumers. Initially appearing personalized, these trends become widespread and generic, leading to rejection of trend-chasing in favor of minimalism and intentional consumption that focuses on personal emotional return on investment.",Applies to Generation Z and other consumers who prioritize personal joy over social conformity in their purchasing decisions. Fails when consumers continue to chase trends or when personal joy is not a factor in consumption decisions.,"[Marketing 7.0 • A Guide for Thinking Marketers in the Age of AI (Philip Kotler, Hermawan Kartajaya etc.).md] Consumers are moving away from following microtrends toward intentional consumption focused on personal joy rather than social validation.",1077,principle,behavioral economics,empirical pattern,1,0.8,1, behavioural trend in consumption,human,17.09.26
82,R082,Historical Data Sources for Manufacturing and Economic Analysis,"Various government and institutional sources provide historical data on manufacturing, economic statistics, and industrial production for research and analysis purposes.","When conducting a historical analysis of manufacturing or economic trends, consult official government data sources such as the US Census Bureau, USDA, or Department of the Air Force to obtain reliable, longitudinal datasets.","Government agencies like the US Census Bureau, Department of Agriculture, and Department of the Air Force maintain and publish historical statistical data on manufacturing, economic indicators, and industrial production that researchers and analysts can access for historical analysis.",Applies to historical economic and manufacturing data collection from official government sources. Fails to include private sector or non-governmental data sources.,"[The Origins of Efficiency (Brian Potter).md] Various government and institutional sources provide historical data on manufacturing, economic statistics, and industrial production for research and analysis purposes.",1062,process instance,,,0.6,,,or quarantine as it is SUMMARY,human,17.09.26
83,R083,Self-herding Behavior,"Individuals tend to follow the actions of others when making decisions, particularly when the basis for those actions is unclear or unverifiable. This behavior manifests as both external herding (following others' choices) and internal self-herding (assuming others' choices reflect quality or value).","When a decision‑maker observes a trend in others’ choices under uncertainty, they should seek independent verification or objective criteria before adopting the trend, rather than automatically following the crowd.","This is a descriptive pattern of human decision-making where individuals lack sufficient information to evaluate options independently, so they rely on others' choices as a heuristic for quality or desirability. When people observe others acting in a certain way, they assume that action reflects some underlying value or correctness, even if they cannot directly assess the situation. This creates a","Applies when individuals face uncertainty or lack direct information about the quality or value of options. Fails when individuals have clear, verifiable criteria for decision-making or when the behavior is based on objective evidence rather than social inference.","[Hustle Harder, Hustle Smarter.md] Individuals tend to follow the actions of others when making decisions, particularly when the basis for those actions is unclear or unverifiable. This behavior manifests as both external herding (following others' choices) and internal self-herding (assuming others' choices reflect quality or value).",1630,principle,behavioral economics,empirical pattern,1,1,1,behavioural trend in consumption,human,17.09.26
84,R084,Data Visualization Research Lab Leadership,"A principle describing the role and contributions of Colin Ware in advancing data visualization as an applied science through academic research, software development, and institutional leadership.","When leading a data visualization research lab → do integrate computer science and perception psychology to guide research and software development, ensuring that theoretical insights are translated into practical visualization systems.",Ware's dual academic background in computer science and perception psychology enables him to bridge technical implementation with human perception principles; his extensive publication record and software development work demonstrate practical application of visualization theory; his leadership in the Data Visualization Research Lab positions him to guide research in ocean mapping and visualizatio,Applies to Ware's specific institutional role at the University of New Hampshire and his contributions to visualization research. Fails when applied to other researchers or contexts without his specific institutional context.,"[Information Visualization Perception for Design (Colin Ware).md] A principle describing the role and contributions of Colin Ware in advancing data visualization as an applied science through academic research, software development, and institutional leadership.",1333,noise drop,,,1,,,SUMMARY,human,17.09.26
85,R085,Discursive Strategy Abstraction,"The tendency for individuals to internalize and apply theoretical frameworks from academic discourse as if they were literal models of human experience, leading to distorted self-understanding and language patterns.","When a person reads or engages with academic theories (e.g., Foucault, Freud, Kristeva) and treats them as literal, all‑encompassing models of their own behavior, they should instead use those theories as analytical lenses, not identity scripts, to avoid rigid self‑concepts.","When individuals consume academic theories (like Foucault, Freud, or Kristeva) as complete models of human behavior, they begin to interpret their own experiences and identity through these frameworks, causing their sense of self and language to become rigidly structured according to the theory's categories rather than their authentic experience.",Applies when theoretical frameworks are internalized as literal models of human behavior rather than analytical tools. Fails when theories are used as genuine analytical frameworks rather than identity-prescriptive models.,"[The Education of a Graphic Designer, 3rd Edition.md] The tendency for individuals to internalize and apply theoretical frameworks from academic discourse as if they were literal models of human experience, leading to distorted self-understanding and language patterns.",1333,principle,psychology,descriptive model,1,1,1,,human,17.09.26
86,R086,Commitment and Consistency Principle (2),A psychological principle where people have a strong tendency to remain consistent with their previous commitments and choices.,When a person publicly commits to a goal or decision → do anticipate a higher likelihood that they will follow through and remain consistent with that choice.,"When people make commitments, whether small or significant, they experience psychological pressure to maintain consistency with those commitments, leading to more committed behavior and decision-making.",Applies when individuals have made prior commitments that they perceive as consistent with their identity or values. Fails when the commitment is not genuinely internalized or when external pressures override the consistency principle.,"[Robert B. Cialdini, PhD - Influence, New and Expanded_ The Psychology of Persuasion (2021, HarperCollins) - libgen.li.md] A psychological principle where people have a strong tendency to remain consistent with their previous commitments and choices.",976,principle,psychology,normativ heuristic,1,1,0.6,or the FORM casual mechanism,human,17.09.26
87,R087,In-group Identity and Social Bonding,"The psychological phenomenon where individuals form strong emotional connections with group members, experiencing a sense of unity and shared identity that extends to influencing each other's self-esteem and group behavior.","When individuals join a social group that fosters strong emotional bonds → anticipate and nurture shared identity, reinforcing mutual self-esteem and encouraging cooperative, creative, and morally aligned behavior.","Group membership creates a psychological merging where individual identity becomes intertwined with group identity, making member behavior directly impact others' self-perception and group cohesion.",Applies to social groups where members experience deep psychological connection and mutual influence on self-esteem. Fails when groups lack emotional bonding or when individual identity remains distinct from group identity.,"[Robert B. Cialdini, PhD - Influence, New and Expanded_ The Psychology of Persuasion (2021, HarperCollins) - libgen.li.md] The psychological phenomenon where individuals form strong emotional connections with group members, experiencing a sense of unity and shared identity that extends to influencing each other's self-esteem and group behavior.",1208,principle,psychology,empirical pattern,1,1,0.6,,human,17.09.26
88,R088,Gradio Web Interface for Ml Models,A Python library that simplifies creating user-friendly web-based interfaces for machine learning models and applications.,When building an interactive demo for a machine learning model → wrap the model with Gradio to expose a web interface that accepts user inputs and shows real‑time outputs.,"Gradio provides a simple API to wrap ML model functions or classes, allowing developers to quickly build interactive demos that accept user inputs and display real-time outputs through web browsers.",Applies to developers building interactive ML demos or web applications. Fails when the model or application is not compatible with Gradio's input/output formats or when the library is not installed.,"[Building AI Agents with LLMs, RAG, and Knowledge Graphs_ A -- Salvatore Raieli, Gabriele Iuculano -- 2025 -- Packt Publishing Pvt Ltd -- isbn13 9781835087060] A Python library that simplifies creating user-friendly web-based interfaces for machine learning models and applications.",976,tool instruction,,,1,,,,human,17.09.26
89,R089,Vr Body Constraint and Physical Immersion,"Virtual reality systems physically constrain users by tethering them to machines, requiring physical movement to interact with virtual environments while simultaneously limiting their mobility.","When a user is in a tethered VR system → do design the physical constraints (tethers, tracks, or safety rails) to allow natural body motion within a safe radius while preventing accidental collisions with the environment.","VR systems use physical connections (tubes, tracks) to anchor users to machines, creating a paradox where users must move their bodies to see images but cannot move away from the machine more than a few steps.",Applies to early VR systems like Sutherland's HMD and similar physical constraint technologies. Fails when users have complete freedom of movement or when the physical constraints are not present.,"[The Language of New Media (Leonardo Books) -- Lev Manovich -- Leonardo, 1st MIT Press pbk_ ed_, Cambridge, Mass_ (USA), -- The MIT Press -- 9780262133746] Virtual reality systems physically constrain users by tethering them to machines, requiring physical movement to interact with virtual environments while simultaneously limiting their mobility.",1172,principle,human-computer interaction,causal mechanism,1,1,1,,human,17.09.26
90,R090,Culture Jamming,"A movement that uses techniques of disruption to rebel against Corporate America's dominance of the media, attacking mainstream advertising through various methods including billboard liberation, media hoaxing, audio agitprop, subvertisements, and anti-ads.","When confronting corporate media dominance → use creative subversion tactics such as billboard liberation, media hoaxing, audio agitprop, subvertisements, or anti-ads to disrupt the flow of advertising and insert counter‑messages.","Culture jamming activists subvert corporate media messages by inserting counter-messages or disrupting the normal flow of advertising, using techniques that challenge the dominant commercial narrative.",Applies to activist movements that seek to disrupt corporate media dominance through creative subversion. Fails when the disruption lacks political or cultural critique and becomes mere commercial competition.,"[Graphic Design Theory Readings from the Field by Helen Armstrong.md] A movement that uses techniques of disruption to rebel against Corporate America's dominance of the media, attacking mainstream advertising through various methods including billboard liberation, media hoaxing, audio agitprop, subvertisements, and anti-ads.",1228,principle,cultural design,descriptive model,1,1,1,,human,17.09.26
91,R091,Autopoesis in Design Education,"The self-constituting nature of design education systems, where reflexive professional efforts become routine and part of a system of self-reference extending beyond literature to all creative practices.",When a design education program incorporates self-initiated professional identity work into its curriculum → embed reflective practice modules that explicitly link students’ creative projects to their evolving professional persona.,"Designers engage in self-initiated work that constitutes their professional identity, creating a system where the production of their own professional identity becomes part of their job description, similar to how modernist artists must reflexively produce their own artistic identity.",Applies to design education systems where self-constituting practices become institutionalized. Fails when design education does not emphasize reflexive professional development or when the system is not self-referential.,"[The Education of a Graphic Designer, 3rd Edition.md] The self-constituting nature of design education systems, where reflexive professional efforts become routine and part of a system of self-reference extending beyond literature to all creative practices.",1201,quarantine,,,,,,SUMMARY or potential noise drop,human,17.09.26
92,R092,Data Quality and Method Transparency in Journalism,Journalistic data reporting requires disclosure of methods and expert consultation to ensure data reliability and prevent misinterpretation of unreliable sources.,When a journalist receives data from potentially unreliable sources → disclose the data collection methods and consult subject‑matter experts before publishing.,"Data from potentially unreliable sources should be scrutinized and methods disclosed because the quality of data can be compromised by poor collection procedures or missing data, as demonstrated by the case of African development figures where over half of rankings were pure guesswork.",Applies to journalistic data reporting where data sources may have methodological flaws or missing information. Fails when data sources are properly validated and methods are clearly documented.,"[The Truthful Art Data, Charts, and Maps for Communication Alberto Cairo liber3.md] Journalistic data reporting requires disclosure of methods and expert consultation to ensure data reliability and prevent misinterpretation of unreliable sources.",1052,principle,emerging,causal mechanism,1,0.6,1,discipline can alos philosophy since its about ethics,human,17.09.26
93,R093,Numerical Symbolism in Design and Biology,A conceptual framework that connects the number nine as a fundamental principle in both design symbolism and biological structure.,"When encountering a design or biological system that features the number nine or a nine‑fold pattern → consider the symbolic or structural significance of nine to inform aesthetic choices, functional organization, or interpretive frameworks.",The number nine appears across multiple domains - from Mayan architecture (nine stepped stories) to cellular biology (9+2 microtubule structure) to gestation periods - suggesting a universal principle of nine as a foundational organizing principle.,Applies to contexts where numerical symbolism connects across different domains of human knowledge and natural phenomena. Fails when the connections are purely coincidental or lack conceptual coherence.,[Decoding Design Understanding and Using Symbols in Visual Communication (Maggie Macnab).md] A conceptual framework that connects the number nine as a fundamental principle in both design symbolism and biological structure.,1048,principle,semiotics,empirical pattern,1,1,1,,human,17.09.26
94,R094,Progressive Feature Introduction,A user interface design strategy that introduces basic functionality first and gradually reveals advanced features only when users demonstrate they need them.,"When designing a user interface for a new product → start with essential features, hide advanced options until users demonstrate mastery of the basics.","Users are initially presented with only essential features to avoid overwhelming them. Advanced features are hidden until users show they have mastered basic functionality, providing both motivation to continue using the product and reduced complexity during initial use.",Applies when users need to learn basic functionality before accessing advanced features. Fails when all features are exposed immediately or when users cannot access features they need.,[Build Better Products (Laura Klein).md] A user interface design strategy that introduces basic functionality first and gradually reveals advanced features only when users demonstrate they need them.,967,principle,human-computer interaction,causal mechanism,1,1,1,,human,17.09.26
95,R095,Sensory Engagement As Quality Signal,"Physical interaction with products through touch and visual inspection serves as a proxy for quality assessment, enabling consumers to form judgments about product value before purchase. The principle describes how sensory engagement creates a psychological bridge between perceived and actual quality.","When a product is physically accessible for handling or visual inspection in a retail environment → do design displays, packaging, and in‑store experiences that encourage tactile and visual interaction to signal quality and increase purchase likelihood.","This is a descriptive pattern, not a causal mechanism. The passages document that consumers rely on tactile and visual cues to evaluate products, particularly in clothing and electronics, where physical handling and appearance signal quality. The pattern shows that sensory engagement with products correlates with perceived value, though the passages do not isolate a single proven cause-effect chai","Applies when products are physically accessible for handling or visual inspection, particularly in retail environments. Fails when products cannot be touched or viewed (e.g., digital services, online-only purchases, or products with no physical presence). Also fails for consumers who do not engage in sensory exploration or who rely solely on digital reviews.","[Lindstrom, Martin - Buyology (2008, Crown Publishing Group) - libgen.li.md] Physical interaction with products through touch and visual inspection serves as a proxy for quality assessment, enabling consumers to form judgments about product value before purchase. The principle describes how sensory engagement creates a psychological bridge between perceived and actual quality.",1789,principle,design psychology ,descriptive model,1,0.6,0.8,discipline can be also emerging,human,17.09.26
96,R096,Transportation and Setup Costs in Construction Projects,"Construction projects face significant costs when equipment must be transported over long distances and reassembled, particularly for small-scale projects where these fixed costs create economic barriers.","When a construction project requires transporting and setting up equipment over long distances → plan for transportation and setup costs, consider equipment reuse or modular design to reduce fixed costs; when observing high per‑unit costs in small projects → adjust project sizing or equipment selection to mitigate fixed cost impact.","The cost structure of construction projects includes fixed transportation, setup, and teardown expenses that scale inversely with project size, making small projects economically unfeasible due to high per-unit costs.",Applies to construction projects requiring equipment relocation and setup. Fails for projects where equipment can be reused in-place or where fixed costs are amortized across large-scale work.,"[The Origins of Efficiency (Brian Potter) (z-library.sk, 1lib.sk, z-lib.sk).md] Construction projects face significant costs when equipment must be transported over long distances and reassembled, particularly for small-scale projects where these fixed costs create economic barriers.",1235,principle,economics,causal mechanism,1,1,1,,human,17.09.26
97,R097,Minimin Decision Criterion,"A decision-making approach where a practitioner selects the option that minimizes the maximum possible loss, assuming Nature deliberately helps by choosing the most favorable outcome for each option.","When evaluating multiple decision alternatives under uncertainty, calculate the minimum loss for each alternative by selecting the most favorable outcome for that alternative, then choose the alternative whose minimum loss is the lowest. This is used when a decision-maker wants to guard against the worst-case scenario while assuming a helpful environment.",The criterion involves calculating the minimum loss for each decision alternative (Di) by finding min j (L i j ) and then choosing the decision that minimizes this minimum loss across all alternatives.,Applies when a decision-maker adopts a pessimistic stance and assumes Nature will act to help them by selecting the most favorable outcome. Fails when the assumption of helpful Nature is invalid or when other decision criteria are more appropriate.,"[Probability theory the logic of science (E. T. Jaynes, G. Larry Bretthorst) (z-lib.org).md] A decision-making approach where a practitioner selects the option that minimizes the maximum possible loss, assuming Nature deliberately helps by choosing the most favorable outcome for each option.",1301,principle,decision making,empirical pattern,1,1,1,,human,17.09.26
98,R098,Aesthetic Refinement Through Iteration,"Effective design emerges through iterative refinement of aesthetic principles, where initial implementations are often crude or ineffective but improve over time as practitioners learn from experience and competition. This process is driven by the natural evolution of design standards rather than deliberate innovation.","When a design team releases a new product version and observes user feedback or competitor releases → refine aesthetic elements (color palette, layout, typography) in the next iteration to align with evolving design norms.","Design standards mature through repeated application and feedback cycles. Early implementations of design concepts are typically suboptimal due to limited understanding or constraints, but as practitioners gain experience and face competitive pressure, they refine their approaches. This refinement process is not driven by conscious innovation but by the accumulation of practical knowledge and the ",Applies when design practices evolve through repeated use and feedback cycles. Fails when design is driven by deliberate innovation or when there is no iterative feedback mechanism to guide improvement.,"[The Brand Gap - How to Bridge the Distance Between Business Strategy and Design (Marty Neumeier) @.md] Effective design emerges through iterative refinement of aesthetic principles, where initial implementations are often crude or ineffective but improve over time as practitioners learn from experience and competition. This process is driven by the natural evolution of design standards rather tha",1606,principle,design thinking,empirical pattern,1,1,0.8,,human,17.09.26
99,R099,Charismatic Brand Discipline,A charismatic brand is one that exerts a magnetic influence over its audience through emotional resonance and clear identity. The principle describes how any brand can become charismatic through disciplined execution of core branding elements.,"When a company wants to elevate its market presence and deepen customer loyalty → do clearly articulate its identity, purpose, and differentiation, and systematically apply disciplined branding practices across all touchpoints.","This is a normative heuristic: successful brands like Trane, Google, and John Deere achieve charisma through a combination of emotional appeal (success, comfort, style, motherly love, imagination) and disciplined answering of three fundamental questions about identity, purpose, and differentiation. The process requires courage, imagination, and systematic application of branding disciplines rather",Applies when brands can articulate clear identity and purpose through the three core questions. Fails when brands lack emotional resonance or fail to apply systematic discipline to their messaging and positioning.,[The Brand Gap - How to Bridge the Distance Between Business Strategy and Design (Marty Neumeier) @.md] A charismatic brand is one that exerts a magnetic influence over its audience through emotional resonance and clear identity. The principle describes how any brand can become charismatic through disciplined execution of core branding elements.,1474,principle,communication theory,normativ heuristic,1,0.6,0.8,not sure if the discipline is not behavioural economics,human,17.09.26
100,R100,Network Marketing Business Model,"A business model where individuals sell products or services through a network of distributors, earning commissions not only on their own sales but also on the sales of others they recruit.",When starting a business with limited capital → build a distributor network and earn commissions on both personal sales and the sales of recruited distributors.,"The model operates through a multi-level compensation structure where distributors earn commissions on their own sales and on the sales of recruits they introduce, creating a cascading payment system that incentivizes recruitment.",Applies to businesses that use multi-level marketing or referral systems. Fails when the network structure is too shallow or when the product lacks sufficient demand to support the compensation model.,"[[Colin Barrow_ Paul Barrow_ Robert Brown] The Busi.md] A business model where individuals sell products or services through a network of distributors, earning commissions not only on their own sales but also on the sales of others they recruit.",1028,principle,emerging,descriptive model,1,0.8,1,emerging because no canonical labels are  close to business economics and or revenue modell,human,17.09.26
101,R101,Pragmatist View of Truth and Knowledge,"A philosophical perspective that defines truth as what proves itself to be good in the way of belief and expedient in the way of thinking, rather than as absolute or eternal.",When evaluating a belief or theory in a specific context → do assess its practical usefulness and outcomes rather than seeking correspondence to an external reality.,"Truth is determined by practical consequences and usefulness rather than by correspondence to an external reality or adherence to fixed principles, making it context-dependent and situationally relevant.",Applies to philosophical inquiry where practical outcomes and situational relevance are prioritized over abstract principles or fixed truths. Fails when applied to domains requiring absolute or universal standards.,"[Grounded theory and grounded theorizing pragmatism in research practice by Bryant, Antony.md] A philosophical perspective that defines truth as what proves itself to be good in the way of belief and expedient in the way of thinking, rather than as absolute or eternal.",1029,principle,philosophy,descriptive model,0.7,1,1,growth edge,human,17.09.26
102,R102,Social Entrepreneur's Playbook,"A comprehensive guide and framework for social entrepreneurs to systematically address social problems through scalable, impactful ventures that create sustainable change rather than merely providing temporary relief.","When a social entrepreneur identifies a community need and wants to create lasting change, use the playbook to systematically map the problem, design a scalable solution, pilot it, measure impact, and iterate for growth.","The playbook provides structured methodology for identifying social problems, developing scalable solutions, and implementing systematic approaches to create lasting impact through organized planning, testing, and scaling processes.",Applies to social entrepreneurs seeking systematic approaches to address social problems. Fails when applied to purely profit-driven ventures or when social impact is not the primary objective.,"[The Social Entrepreneur’s Playbook, Expanded Edition Pressure Test, Plan, Launch and Scale Your Social Enterprise by Ian C. MacMillan, James D. Thompson.md] A comprehensive guide and framework for social entrepreneurs to systematically address social problems through scalable, impactful ventures that create sustainable change rather than merely providing temporary relief.",1241,process template,,casual mechanism,0.8,,0.8,,human,17.09.26
103,R103,Temporal Consistency in Visual Narrative Analysis,"A principle for interpreting sequential visual narratives by maintaining temporal consistency of characters and their activities across panels, using visual cues and contextual reasoning to establish narrative continuity.","When analyzing a comic or storyboard panel sequence → identify recurring visual features, track character poses and expressions, and use contextual clues to confirm that the same character appears in successive panels, thereby preserving the narrative timeline.","The principle operates by identifying visual similarities, temporal sequencing, and contextual expectations to maintain character identity and narrative flow across consecutive panels, allowing for the inference of character development and activity progression.",Applies when analyzing sequential visual narratives where character identity and temporal order need to be maintained. Fails when visual elements are too ambiguous or when the narrative structure lacks clear temporal markers.,"[Visual and Multimodal Communication Applying the Relevance Principle (Charles Forceville) (z-library.sk, 1lib.sk, z-lib.sk).md] A principle for interpreting sequential visual narratives by maintaining temporal consistency of characters and their activities across panels, using visual cues and contextual reasoning to establish narrative continuity.",1323,principle,emerging,descriptive model,1,0.6,1,the raw discipline says it neuro science so the canonical label should be neuroscience but  confident that it has anything to do with neuro science,human,17.09.26
104,R104,Strategic Information Gathering,Effective information gathering requires purposeful selection based on clear decision needs rather than random data collection. The approach prioritizes measurable data that can be analyzed statistically while avoiding the trap of including unquantifiable but potentially more important factors.,"When planning a data collection effort for a specific decision that can be evaluated with statistical methods, focus on gathering measurable, quantifiable metrics that directly align with the decision criteria and limit the scope to avoid irrelevant or unmeasurable data.","This is a normative heuristic for information gathering: focusing on data that can be quantified and analyzed statistically yields better decision-making outcomes than collecting all available information. The practice stems from the Thomas Hunt Morgan school of biology, which emphasized focused, purposeful study over broad, unfocused observation. The principle suggests that while measurable data ","Applies when information needs are tied to specific decisions that can benefit from statistical analysis. Fails when decisions require qualitative or contextual understanding that cannot be reduced to measurable metrics, or when the most important factors are inherently unquantifiable but highly influential.","[Poor Charlie’s Almanack The Essential Wit and Wisdom of Charles T. Munge (Charles T. Munger) (z-library.sk, 1lib.sk, z-lib.sk).md] Effective information gathering requires purposeful selection based on clear decision needs rather than random data collection. The approach prioritizes measurable data that can be analyzed statistically while avoiding the trap of including unquantifiable but potentia",1842,principle,operations research,normativ heuristic,1,1,1,,human,17.09.26
