fb_id,name,verification_status,content_type,depth,discipline,domains,missing_axes,status,action
9c9c65aa3342da6f11005c8cd2358dbba7a3f736333c50629d83135e87bbcea8,Unit Mapping in Simulation,joint-vote-verified,principle,domain,computational physics & simulation,"code & computation,computational science & physics",,complete,
9cb15a016182377a536de028c58f87e88d419feae8aa6dabb8d6ed80835209c1,Genetic Variability in Longevity,joint-vote-verified,principle,domain,evolutionary biology,"health & wellness,science & research",,complete,
9d047fab127e07344c531b317dc4000022abb549af47402252a22eeac8d7be62,Benjaminian Critique of Consumer Capitalism's Newness Drive,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
9d2a95c8ef137920b46adff55572a267ad4f3ca464188ab99b27e64b1abd8518,Discursive Strategy Abstraction,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
9d5ae9d58f26690184913376217c3fd8168d002eba89b7edf3e10dfa28402be9,Contextual Design Foundations,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
9d5e48deaa4b7cd378a60b0ae8ecb971fa0663d500c10ccdab9da8a32b7152c2,Superformula Mathematical Visualization,pending-human,principle,cross-domain,generative design,"code & computation,computational art,creative technology",,complete,
9dc18c0c227a73e4be34e283d49743d696b956e93e8b820089f910e7141dbb57,Counterculture Marketing Tactics,pending-human,principle,specialized,cultural design,"brand identity,marketing & communications,editorial & advertising",,complete,
9e5d0a00f8a7392b50a1bae130c0ed79cf97c46be6cb28854b3f664f188ae829,Philosophical Assumptions in Qualitative Research,pending-human,principle,,research methodology,"education,research & methodology,social sciences",depth,incomplete,reliable-pair vote (depth+discipline+domains)
9e651096d902895212f4cc24dfa1ca2578bbbdc0b664eda3c8e28f0dee2b37cc,Bounded Novelty in Language and Health,joint-vote-verified,principle,cross-domain,psychology,"health & wellness,semiotics & communication",,complete,
9ec329f91db7e0dc7a2f57d8a5b7d155b2355403efa968ab139057004d74f22e,Metafont Design Evolution,joint-vote-verified,process_template,,typography,"graphic design,code & computation",,complete,
9f88776913cc20b6732caf0d24b35b548fe2b6b10bd39243fde7e17524b312f7,Visual Effects Workflow Integration,human-verified,principle,specialized,computer graphics,"editorial & advertising,media & entertainment,motion design",,complete,
9fdce7b564194db8b4677368e83bac24c1f3b6d4ef98a748f5890b453d1bd855,Cultural Translation in Design Education,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a04ccef40381145cd554358769455e518422bb68958d3d115ea1d7dade6dddcd,Big Data and Networked Products Business Model,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a120537e5f9ae998aa7311cdeafed2ce5a6601b58ac355247d15a33f3d2b1bba,Automated User Data Flow Integration,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a166d73f9b110dd34e37ae63a9462f97d100ba5e5d093cde306e5348fe27d9c6,Collegial Professional Groups and Social Identification,pending-human,principle,domain,organizational theory,"organizational behavior,social sciences",,complete,
a1f9599ad623ec180e5f29bb5237377b49779131016f7bd4f5469f23a4136b6e,Design Inspiration Through Direct Engagement,human-verified,principle,specialized,creative process,"graphic design,design strategy",,complete,
a326e4e699c228588d5b4f1c12230d11616cefee6c8ed2733e203c2e971258cf,Open Data Ecosystem,joint-vote-verified,noise_drop,,information science,"research & methodology,data visualization,education","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a344596e4e819020f2dd38ee9c1aaa5ac346ed858f7624f89e728282317b2ed3,Global Village Conceptual Framework,pending-human,principle,domain,media studies,"semiotics & communication,social sciences,media & entertainment",,complete,
a3776fdbd9f2cb59732f5bcbbd3093eb54569826f1ec368b0f38ee9fcda5e094,Three-dimensional Information Visualization Methods,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a3f6d639cd5a12bab3f659336a5db0ee19e6dd2446b77f8615acd2ae90631b8f,Hetionet Drug Discovery Methodology,human-verified,process_instance,,machine learning,science & research,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a42ddc7fb5a116c623e9ab16b8649864390d1c98fea355a8bf63a1837d357ace,Semiotics of Clothing and Food,pending-human,principle,domain,semiotics,"arts & culture,semiotics & communication,social sciences",,complete,
a62e26ad966428de0abdc1b597d3d84f4551dea4936bf3f57f1dd2b7ce7cff63,Gross Profit Definition,pending-human,,,finance,"finance & investment,business operations","depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a6657bc0ade38986274acf617f469c46a2b824e86dcef519702f9aec1f11ef2c,Post-positivist Economics Rejection,joint-vote-verified,principle,domain,economics,"research & methodology,social sciences",,complete,
a6c8175af9cebb11145f603bec09b0817fb575051250374c41516e6fc56ff95e,The Law of Truly Large Numbers,pending-human,principle,domain,emerging,"research & methodology,science & research",,complete,
a6cadb85f20426400b04a9d1577667e7dda78b23d0b4931e453ee5389133b14d,Walmart Connect Advertising Platform,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a6f551bd1328f69c1f3e61e81a82291b336f7aa1b60f588e302f4946213e5223,Iterative Hypothesis Refinement,joint-vote-verified,principle,domain,research methodology,research & methodology,,complete,
a742bbf219499cb3bd9539b6d2df840ce46e3d26dc460d28999310bec84b3866,Locate Responsibility in the System,human-verified,principle,cross-domain,systems thinking,"systems & frameworks,design strategy",,complete,
a7d472ec11386cdb1d3a92988e6ddb0009a2798e87767c3db886ed683c9944e8,Data Quality and Retrieval Precision,joint-vote-verified,principle,domain,information retrieval,"ai & agents,research & methodology,information architecture",,complete,
a8ac4a952d56a4ac5fa78a5bd33ac4c47ffc7e451591e4de7375d4b71907faf1,Analytics-driven Customer Experience,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
a9c549228aeae7a91d59a029d33f38242ad415fd2eb7c47b1729f259f4560143,Emotional Value in Design and Experience,pending-human,principle,domain,design psychology,"digital product,product design,user experience",,complete,
aa77b4b742ca8db75c93e2e42c7dc01f7dcbb5e62f78edefff7a7f350c37feda,Brain Energy Metabolism and Survival Mechanisms,joint-vote-verified,principle,domain,neuroscience,"health & wellness,science & research",,complete,
aac0ece78b7ab8ce92f93221ca783472d479d2d7466507f9e9ef5f61ef30e82b,Design Education System Tension,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ac408dda2f45102dd569f786a86f218eb783f5b5e57d9dc771a018cfd0cb78d5,Value-first Monetization,pending-human,principle,domain,strategic thinking,"business development,marketing & communications,digital product",,complete,
acfd6e0bd84eea9a9250e7e29e8572e14b512daa34a366ae3cb25599f3c24359,Material Speculation Framework,joint-vote-verified,principle,domain,research methodology,"design strategy,research & methodology,product design",,complete,
ad293c079412a83482e24c37dff870d021a38abc11f57fa4dbcc80355616380a,Generative Systems Creative Expression,joint-vote-verified,principle,cross-domain,generative ai,"computational art,creative technology,ai & agents",,complete,
ad32ae16c603534cd754253210ee813853aed92e947f8ed5fe9dce196fdf4c3b,Evidence-based Decision Making in Sports,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ad77f4b28e63eb7e6542163873332bc31183cb7630a7b56f074ee53bd932b4f0,Financial Autonomy Through Conscious Management,joint-vote-verified,principle,domain,finance,"finance & investment,personal productivity",,complete,
afe73bb08c27c51ff32749a6e0a021377e515f1863581918f12c8dcce586ff00,Heckel's Diff Algorithm for Version Tracking,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
b06cbbf11e209b66a5b3cc0de9ffd50f012af65513fe0d0b69320610f0a2b051,Divergent and Convergent Thinking in Design,pending-human,principle,domain,creative process,"design strategy,product design",,complete,
b2b71ed81ac4169ff308a5152b988757a9e737579aba6dbd14576adb1c8982c3,Imagination and the Image,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
b2f16685de63df1e0324a73587248054519e3d7c12baae8f30a4f3b3caf1dc39,Start-simple Design Strategy,joint-vote-verified,principle,cross-domain,creative process,"design strategy,project management,personal productivity",,complete,
b3120ea6ac9cbe2d1e8f11b794574b514197c9c5ec698b2c94967c16bba0b616,Difference Between Numerical Analysis and Filter Theory Approaches,joint-vote-verified,noise_drop,,computational physics & simulation,"computational science & physics,engineering & infrastructure",,complete,
b3147676094702e0f58897fd70a61db13f7e4dcff913c1b09739ec8ebb8c9865,Mass Psychology and Social Engineering,joint-vote-verified,principle,cross-domain,psychology,"marketing & communications,media & entertainment,social sciences",,complete,
b3bea285689443fddcb0aa3fce4e836d990c8a13a5ffbc81a76fe71899c916f1,Orange as Cultural and Emotional Symbol in Indian,pending-human,principle,specialized,visual semiotics,"arts & culture,media & entertainment,semiotics & communication",,complete,
b3caff68aaf5e73e56de97958e3aeda9fade1dd786be1af643541091d9fb53dc,Structural Parasitism in Systems,joint-vote-verified,principle,cross-domain,systems thinking,"social sciences,systems & frameworks,organizational behavior",,complete,
b3febdfb21dc15e7401a53ad8990a56d5b6646feef5f58ffb464c82ab299b70d,Hyper-nudging and Democratic Liberty,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
b418d5220d632cc72ac0a26749c3449c6b9751e3f495aec8e45495edb8063e9c,Five Hat Racks Organizational Principle,pending-human,principle,universal,information science,"information architecture,user experience,systems & frameworks",,complete,
b427f9cc79607c7f0bab37b68d52f87bd36cdfcbe37efa4aa35d14a2d08d68cc,Good Design As Business Strategy,pending-human,principle,cross-domain,design thinking,"brand identity,design strategy,marketing & communications",,complete,
b5076194f6cea1d4ee35ada62553330f9300473fe17b07af1e3f1873166fd554,Consumers Hero Refurbishment Strategy,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
b6da0fa8e4e4f9fc6aff3eddda04fa24e2e08c60593647b403861e2ec2b20feb,Creative Identity Through Constraint,pending-human,principle,cross-domain,creative process,"arts & culture,design strategy",,complete,
b701178d3bdbb67d6133b97a939bb5f3738fccf61898cbacca85be6f2fa2f716,Four A's Creative Framework,pending-human,principle,cross-domain,creative process,"design strategy,arts & culture",,complete,
b71b1e7e81647808553e0716f67c5438f6d9f3ebfcb01679f575de636acd8c16,Design Review Resistance Pattern,joint-vote-verified,principle,cross-domain,organizational theory,"design strategy,digital product,engineering practice,organizational behavior,product design,project management",,complete,
b7b8849b4feaecc6724bec94508ecf3b696ba513b5de3be80debb87801bfe386,Scale Advantage Compounding,human-verified,principle,cross-domain,economics,"business development,entrepreneurship,business operations",,complete,
ba4fe7928c859536ab3e7e56a24255fd9d631bd3897fa969f7732feff9f63bbd,Ai Application Design Complexity,joint-vote-verified,principle,cross-domain,artificial intelligence,"ai & agents,design systems,engineering practice,systems & frameworks",,complete,
bacbc0d0f755c5f8275d3df879984a30cc34536bbd5791d37eebf7f9be39b376,Meniscus Visibility Principle,pending-human,noise_drop,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
bb928cf0467ee6a395fe99de4e6fe86eba0559216bdf5dd289f2d3d1aac80272,Alchemical Descent and Renewal Process,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
bcd8c9cd683eb7d1d4c5e69d40905c76ef71ef9512b840982643e4da4b1be7ed,Value Vs. Goodness Alignment Principle,pending-human,principle,domain,strategic thinking,"business development,marketing & communications,entrepreneurship",,complete,
bd9f8f0bb4506c90cd09c58bb9f46094fe86b5a93373453a72e57a400cb857b5,Green Program Elimination Process,pending-human,process_template,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
beab51799bd6fe9e863db519b6f20bf0e9abd5abfb230bdc69b0d0f0c0b446f4,Grounded Theory Method and Pragmatism,pending-human,principle,cross-domain,research methodology,"research & methodology,science & research",,complete,
beeb1d3232b81a421dc2e1cd584b8fbd9620a006966de9c8288ee769cccc6c58,Information Architecture Hierarchy,pending-human,principle,,information science,"digital product,information architecture,user experience,web & ui",depth,incomplete,reliable-pair vote (depth+discipline+domains)
bef863827c3ca3d1d53929806fc341cf83e9170109ea836b3b53a6ba19f2f4d8,Metaphorically Selling How to Use the Ma,pending-human,principle,domain,communication theory,"marketing & communications,semiotics & communication",,complete,
c03b97dd866f19050d9bd0f8563df977131c63554fe0be0c580bca0f5908dfdb,Asemic Languages Installation Process,joint-vote-verified,process_instance,,generative design,"creative technology,arts & culture","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
c0956f337071ffb7528aef7e5c43f6b592a80bfd4f15be18bd33cea56830419d,Perpetrator-victim Dynamic in Historical Conflict,pending-human,principle,domain,psychology,social sciences,,complete,
c1068d63571bdecb2befb1f284cc71a175593b06d745228b29abbf193a4806a0,Row Header Repetition in Tables,pending-human,principle,specialized,typography,"data visualization,graphic design,information architecture,editorial & advertising",,complete,
c112b8f103355c06480825d66186a8131399fa3f3562c78a94f162f87dbe50c2,Design for Human-centered Communication,pending-human,principle,domain,design thinking,"design strategy,product design,user experience",,complete,
c3bb68c424f717b958ea31aa5328124a78fdfef7043311f279620035320acc42,Design Thinking Through Rapid Prototyping,pending-human,principle,cross-domain,design thinking,"design strategy,product design,user experience",,complete,
c49bf51c04d389cc62ec1945fc9ba66b907dc54233b429f803da4ca2e36fbe41,Geometric Progression in Epidemics,pending-human,principle,,systems thinking,"finance & investment,health & wellness,science & research,systems & frameworks",depth,incomplete,reliable-pair vote (depth+discipline+domains)
c4d7b9f2333744e6806c38e0a499c58a3cebf828312ac17976b620d893e78ab3,Human Exploration Drive,pending-human,principle,,psychology,"arts & culture,entrepreneurship,science & research,social sciences",depth,incomplete,reliable-pair vote (depth+discipline+domains)
c688261d436af4839712052f2a66fc0989a752f4ae6f12de8f18f615d9f0bccd,Micro-tasking for Human Rights Documentation,pending-human,principle,domain,organizational theory,"research & methodology,social sciences,legal & public policy",,complete,
c70111b2e3f6d8315ca5a787085ed7c324719c03a469cc4d1199eb22b3ffe077,Alien Abduction Memory Formation,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
c7bcc452e5f0bce1ad52d7d3cdae465142ef916d917a32b9f44ae33d55e9b0d2,Message-first Approach in Infographic Design,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
c7f9e33a1de6b30424bea318b43e0b084b7b1113f4d69c33152cbaa19033b444,Cellular Automata,human-verified,principle,domain,complex adaptive systems,"code & computation,systems & frameworks,computational science & physics",,complete,
c7fce5a4704604af5bd102e5d627d5a07dc802a7ad4a4f06499132b18e29b149,Conditional Code Structure in Processing,pending-human,tool_instruction,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
c877342b44abe86e79445243cdd0d402d6b0a84f2042dcc37c33fff4ca50f306,Information As Difference and Relationship,joint-vote-verified,principle,cross-domain,semiotics,"information architecture,semiotics & communication,systems & frameworks",,complete,
c94b48c17f321a61f208052492da7e83a7fb41cffc9d7347d99367cb6c5c1c62,Bioforge Carbon-negative Manufacturing,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ca022e71df0d7bbbf7e9a2e46e625caa7a746aefb1e014e6ef88a76dd04ea90b,Ai-enhanced Medical Diagnostics,joint-vote-verified,principle,domain,machine learning,"ai & agents,health & wellness",,complete,
ca36564736360012d1b140e657b01fcf06c9cdc696637304f21044b1d49769d4,Time Pressure in Scientific and Engineering Development,pending-human,principle,domain,systems engineering,"research & methodology,science & research,engineering & infrastructure,engineering practice",,complete,
ca43060ed756f67ee93c81b506fa505170cff8d5f37cca43ee8b247c59883e08,Serpent As Symbolic Archetype,pending-human,principle,,semiotics,"arts & culture,semiotics & communication,social sciences",depth,incomplete,reliable-pair vote (depth+discipline+domains)
cb1596d0e68058647dd05e222ed7b94d11f43e332e7a463d57ec81e6bbdd4a94,Transportation and Setup Costs in Construction Projects,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
cb7109bd43e4e714d0091387e78e85fcec6c7d34c073dedd725aa0b77e8bdac0,Categorical Scale Transformation,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
cbf02c1e54e3c35b08eeccf74b3c8573abbec44c4fcceda5cf961238728c7346,Shader-based Parallel Processing,joint-vote-verified,principle,domain,computer graphics,"code & computation,computational art,creative technology",,complete,
cc87fe2239c788fd9940dde5a52c0a35a007774dc74ae30315e8b02b9acba826,Nutritional and Physiological Interdependence,joint-vote-verified,principle,domain,health & medicine,"health & wellness,science & research",,complete,
cd52ed6d07766dc1a7a2ba8add9e310155c4384e71692f94667159d44cab3499,Axis Mundi Symbolism,pending-human,principle,,semiotics,"arts & culture,semiotics & communication,social sciences",depth,incomplete,reliable-pair vote (depth+discipline+domains)
cdccfff0018f4f2780e4ce3ef144c94fc7a3cc285882b44e2b02e1a8091194a3,Indexical Markers of Selfhood,joint-vote-verified,principle,cross-domain,semiotics,"arts & culture,semiotics & communication",,complete,
cdf61c29a6f42927af369cf807c48c6044f3a2682227887897b1ea5bb291986a,Abductive Reasoning Diversity,pending-human,principle,universal,cognitive science,"research & methodology,science & research",,complete,
ce28d2a6e458acbb79743a3705ef872bf98d3d20515fcce9c703cf1ac14f2fc3,Incremental Efficacy Evaluation,joint-vote-verified,principle,domain,research methodology,"health & wellness,research & methodology,science & research",,complete,
cf4a6f8e1b5501ae2d0d10caa0a60039c87b6842e87bcf97f69860eba24e0569,Internal Conflict Mitigation,pending-human,principle,cross-domain,organizational theory,"leadership,organizational behavior,business operations",,complete,
cf5411e224d5b55f5d5aab3b296078af71eb1c39d17a97f1a957910f5a24f732,Japanese Graphic Style Aesthetic,joint-vote-verified,noise_drop,,aesthetics,"brand identity,illustration,graphic design",domains,incomplete,reliable-pair vote (depth+discipline+domains)
cf68b9a190d92d7141edac33efb7a12c27981eea7abb566ff459b8f7137936fc,Model Context Protocol Integration,pending-human,tool_instruction,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
d23b4a6b5146e2c137107bb9af0d765df521420a4bba93c41e81ecd8a99941da,Strategy Vs Planning in Military Context,pending-human,principle,domain,strategic thinking,"leadership,project management",,complete,
d24eac9c9ea8b39a4054691858f07d1cded40c996350cd39697ea37cf970c896,Innovation Mapping Process,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
d34230335691cc924c100ddb618c857bcebd361626c3cf51f4333375ca0a4b47,Systemic Environmental Probe,joint-vote-verified,principle,cross-domain,complex adaptive systems,"ai & agents,systems & frameworks,science & research",,complete,
d43ad43d62399b17495758c2238bfef221ab354516cae19955d6ef00340ea305,Dada Movement's Artistic Philosophy,joint-vote-verified,principle,domain,aesthetics,arts & culture,,complete,
d4e02724b21adc6a63028e5ac005dc54e36e3b01f329bd105929cc76855287ea,Disposition Effect in Financial Decision Making,joint-vote-verified,principle,domain,behavioral economics,finance & investment,,complete,
d58283efd937a051f466ea54a935579532366fd1a0cded69268b41aa18a1a6c0,Plan Generation with Foundation Models,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
d6058f186f16a9b3bfd93db6e2b8faa0c8a2a28e7892d9a1c55d476d82fc5073,Digital Identity As Infrastructure,human-verified,growth_edge,,privacy & surveillance,"systems & frameworks,legal & public policy",,complete,
d62439c40e43d7596e7b1ce279360d922ec405705409f9809bb961dcb326e492,Type Design Aesthetics and Reception,joint-vote-verified,principle,domain,typography,"graphic design,arts & culture",,complete,
d670b76f0e5cd71fc577164ff7108f3aa0a0da8482217accfcdedb823a983934,Deep Reinforcement Learning in Manufacturing,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
d7f2639dc1eca79072a37eb3295cfc5befc1127489c742bb302e613705077a62,Step-by-step Problem Solving,human-verified,process_template,,cognitive science,"business operations,project management","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
d8d5d3fae0761568d850ee5f25be26d9b0f3f19bff109f6d77a826b0015384f7,Idea Virus Spread Through Social Networks,joint-vote-verified,principle,cross-domain,social network analysis,"marketing & communications,social sciences,business development",,complete,
d8e12869af918bd305ee12b07086a90d1f78cb72e357496954d3e907b9601c98,Cold Exposure Method for Immune System Activation,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
d94df4adb31d542140e65fb2bb006505f498a99f86f46b58ad6b15eb2d7bb7fc,Musical Textual Organization,joint-vote-verified,noise_drop,,performing arts,arts & culture,,complete,
d9c746b79e65b8f9b405efab106faae05e8c2180b16a901731585927a5789f82,Visual Hierarchy Through Layout Sequence,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
da8925c3f65d4dbdfe709805176c2e5a1532ef15860b15cb98ff2296ab8ad2d4,Privacy-aware Recommendation Systems,joint-vote-verified,principle,domain,privacy & surveillance,"ai & agents,digital product,user experience",,complete,
dba5ba38c8e7c4d97e476a5b11b25530b00add0c9772d90de69c06371e091fdf,Iatrogenics in Social Science and Policy,pending-human,principle,domain,risk management,"legal & public policy,social sciences,systems & frameworks",,complete,
dbcd2c2fc4d4ea94d0591ec77e40fdd3684bca0e5591efa70786536ef8d3bd88,Management Balance Challenge,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
dc759ae99642b3d8ed68fff6d42ec69fade917e309f12ba146a52e5b20a99075,Proactive Maintenance Over Reactive Crisis,pending-human,principle,cross-domain,risk management,"systems & frameworks,engineering practice,business operations",,complete,
dd3ff505e58175eea8831dc052a60a2319307982a42673089a95bf7e328f91b7,Probability Estimation Error Bound,pending-human,principle,universal,decision making,"research & methodology,science & research",,complete,
dd4d6990d39233b6378a07c69741c7338bad6832c392aa82b21a46731e2778e9,Creative Business Playbook,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
dd685dd60b9b22130878bd398cde55c0146036757c4bf9cc8d2785544e0aa7a9,Critical Threshold Accumulation,pending-human,principle,cross-domain,complex adaptive systems,"systems & frameworks,social sciences",,complete,
dd6bb15b6c947e76a6b0b981d3e6ba59874c267602480009c46db5014f8fb228,Mythic Cosmogonic Narrative Structure,pending-human,principle,domain,cultural studies,"arts & culture,media & entertainment,semiotics & communication",,complete,
ddec11a0019ee6f7dd36babdf8649e06d376d67864aed8f9341b1f86d990be10,Standardized Mass Production,joint-vote-verified,principle,domain,engineering,"industrial design,product design,engineering & infrastructure",,complete,
ddf8e682b295953a2fc537ce3f0c1876f16a1e434101de836e476a2345869b53,Commissioning Issue Logging Protocol,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
dec446fd98e0c78a422db8e21733068041bd4a4b0c3cdca399d85218ce651954,Iterative Design Refinement,human-verified,principle,cross-domain,creative process,"design strategy,product design,user experience",,complete,
df0bed9ae0dd71f07edc29b66dec99b2eda75d52c5f49ae903aaeac454d498f7,Constructivist Visual Language,pending-human,,,visual semiotics,"brand identity,graphic design","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
df7f311f7a67f68255cde9fb60a4530c991ea28ec9529bba83b73fe2ec831a5c,Network Marketing Business Model,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
dfb12b2e6bffe714a9e77aa4e3c22c868fe696f120d4f5a3447ea453094e1a1c,Figma Hamburger Icon Creation,pending-human,tool_instruction,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
dff6be38540c8c9163a8599ebf0037edd7af286cf17115991b37a5abc7cf01c9,Occult Club Behavioral Patterns,pending-human,principle,domain,computational theory,"code & computation,systems & frameworks",,complete,
e08b538eacd52c9c6b091837527c040843187379b36b6ab012aed3d8748f1a11,Cryptocurrency As Swiss Bank Account Analogy,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
e1871a2ad51d17fc56ed2f728f750126cd59f1ee5b4e2e9c77e409e3246d86c8,Ai and Data Quality Lessons From Financial Crisis,pending-human,principle,domain,machine learning,"ai & agents,finance & investment",,complete,
e23d07c3ec6d5bd781251b4b60d85c6a561cfe21ae026689917da27a4a79067d,Coordinate System Transformation,joint-vote-verified,noise_drop,,computational geometry,"data visualization,code & computation",,complete,
e2d7c4b0ccb93b1e730facd7be5dea61e3c29774bc1a6ad0f419b9a3f31c4f10,Total System Runaway Sequence,pending-human,principle,domain,political economy,"social sciences,systems & frameworks,legal & public policy",,complete,
e34854fec2c17f215b0cb23060e2ecc28b1cab59f65686d14a9db89ef42ca6f6,Fractal Self-similarity Pattern,human-verified,principle,universal,computational geometry,"computational art,computational science & physics,science & research",,complete,
e3660ea34287d9fee53a1ed0b4702cef922def73c961097cdcd5302186cdfab3,Personality Trait Classification,joint-vote-verified,principle,domain,psychology,social sciences,,complete,
e45713d109a1dfbf0f389163bc4204f96419d83853cdc6d10ad09afe9030ab88,Immediate Actions for Improving Analytical Calibration,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
e70e0a7d93331ae389172a0b33cf8dd80e7fa8aeaccb4a23fd181f353fa5c1d7,"Church-turing Thesis, Public-processes Version",joint-vote-verified,principle,domain,computational theory,"code & computation,systems & frameworks",,complete,
e7169c33daa39db2d6473b5fb704c72e1a7255237328a0a5084f5ffff6af1cae,Multi-disciplinary Wisdom Integration,pending-human,principle,universal,interdisciplinary studies,"research & methodology,systems & frameworks",,complete,
e7e317889a65313188350dcc4ac258644b570e4c0242bc2f2ce404acc8750ca6,Digital Culture Integration in Graphic Design,pending-human,quarantine,,media studies,"graphic design,user experience","depth,domains",incomplete,reliable-pair vote (depth+discipline+domains)
e90ef2e892b8d9ee63bb8c448f9bdb688da7dc204506cd4d1425cad05930973e,Infrastructure As Creative Medium,pending-human,principle,domain,cultural design,"arts & culture,environmental design,urban planning",,complete,
e98d6a211c8e31c9e8b5f7c7ba9229719b25bfb32e08ee33606e6f6c7abb8e9f,Quiz Generation with Llm Integration,pending-human,tool_instruction,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
e9d8bd9b9f143d2a96e428e943a21be6eef716aacf013dd33428e00953c8598d,Culture Jamming As Public Resistance,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ea4b2d0b0c49e87a0a0676ac223525cb39874c1820e8456467c65aefe0f7a7ef,Seki Saba Branding Effect,pending-human,principle,,behavioral economics,"brand identity,marketing & communications",depth,incomplete,reliable-pair vote (depth+discipline+domains)
eb2c7ae37c4cec4a4bf9a85f87ba833f6fc55bbef1f3f90a851d1625c0b7df5b,Ephemera Production Guidelines,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
eb8a62ceb5b3115af437a9422094d06be411a874a0e297b977f98c74a73a58f4,Context-dependent Place Meaning,pending-human,principle,domain,semiotics,"environmental design,semiotics & communication,user experience",,complete,
ebe394276a77e840084ba940c973638fcf1e1fc8df78ef47b81396ab9ce490e0,Craft Hobby Positioning in Consumer Behavior,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ec4fbcb21c115d7f4c040f36f94ecd0b2f800f874b686ed41c21d4bd258a3ef2,Cross-media Anatomical Exploration,pending-human,quarantine,,interdisciplinary studies,"arts & culture,education","depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ec85031a30dfcc94da2e71998ef5796f2e0e2e940ccd76e85a0ae3b81e917880,Low-rank Adaptation Mechanism,human-verified,principle,specialized,machine learning,"ai & agents,code & computation,research & methodology",,complete,
